date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason
2024-05-02,09:30:00,Thursday,Sell,2301.58,2319.18,17.6,24.5,1.39,7,Stop Loss
2020-11-19,06:30:00,Thursday,Sell,1863.3,1871.03,7.73,10.77,1.39,8,Stop Loss
2024-09-12,09:30:00,Thursday,Sell,2518.45,2522.38,3.93,5.52,1.4,1,Stop Loss
2011-05-12,22:30:00,Thursday,Sell,1505.5,1508.1,2.6,3.65,1.4,3,Stop Loss
2021-06-24,02:30:00,Thursday,Sell,1777.11,1780.23,3.12,4.36,1.4,2,Stop Loss
2015-09-17,06:30:00,Thursday,Sell,1119.83,1123.07,3.24,4.57,1.41,4,Stop Loss
2014-05-01,10:30:00,Thursday,Sell,1283.21,1290.47,7.26,10.21,1.41,8,Stop Loss
2010-10-07,13:30:00,Thursday,Sell,1346.4,1361.77,15.37,21.63,1.41,24,Stop Loss
2014-05-08,14:30:00,Thursday,Sell,1287.77,1295.45,7.68,10.8,1.41,12,Stop Loss
2017-04-27,02:30:00,Thursday,Sell,1266.1,1269.74,3.64,5.12,1.41,12,Stop Loss
2020-01-16,14:30:00,Thursday,Sell,1553.57,1557.59,4.02,5.66,1.41,6,Stop Loss
2015-08-13,10:30:00,Thursday,Sell,1117.59,1123.36,5.77,8.11,1.41,24,Stop Loss
2022-02-24,14:30:00,Thursday,Sell,1934.25,1974.03,39.78,56.47,1.42,39,Stop Loss
2011-05-19,14:30:00,Thursday,Sell,1491.8,1495.75,3.95,5.6,1.42,1,Stop Loss
2012-08-09,10:30:00,Thursday,Sell,1614.15,1617.4,3.25,4.6,1.42,2,Stop Loss
2009-02-26,10:30:00,Thursday,Sell,946.87,957.18,10.31,14.67,1.42,7,Stop Loss
2016-05-19,06:30:00,Thursday,Sell,1252.79,1259.18,6.39,9.07,1.42,8,Stop Loss
2021-09-30,21:30:00,Thursday,Sell,1754.89,1758.56,3.67,5.25,1.43,4,Stop Loss
2023-01-12,06:30:00,Thursday,Sell,1882.89,1885.12,2.23,3.18,1.43,1,Stop Loss
2022-07-07,10:30:00,Thursday,Sell,1743.11,1746.72,3.61,5.17,1.43,1,Stop Loss
2016-06-23,18:30:00,Thursday,Sell,1260.27,1267.33,7.06,10.16,1.44,2,Stop Loss
2019-08-08,22:30:00,Thursday,Sell,1500.37,1509.6,9.23,13.26,1.44,12,Stop Loss
2011-02-03,14:30:00,Thursday,Sell,1332.55,1337.9,5.35,7.7,1.44,1,Stop Loss
2016-04-14,14:30:00,Thursday,Sell,1233.97,1241.07,7.1,10.19,1.44,12,Stop Loss
2015-02-19,14:30:00,Thursday,Sell,1208.77,1223.04,14.27,20.64,1.45,39,Stop Loss
2014-07-31,02:30:00,Thursday,Sell,1294.8,1297.2,2.4,3.48,1.45,2,Stop Loss
