date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason
2012-09-18,06:30:00,Tuesday,Sell,1754.94,1758.45,3.51,2.94,SL,1,Stop Loss
2012-09-18,18:30:00,Tuesday,Sell,1767.05,1773.45,6.4,2.09,SL,3,Stop Loss
2012-09-25,05:30:00,Tuesday,Sell,1761.8,1766.51,4.71,0.0,SL,1,Stop Loss
2012-10-02,13:30:00,Tuesday,Sell,1775.6,1784.45,8.85,5.48,SL,11,Stop Loss
2012-10-02,17:30:00,Tuesday,Sell,1774.05,1781.24,7.19,3.3,SL,5,Stop Loss
2012-10-16,01:30:00,Tuesday,Sell,1735.72,1738.46,2.74,0.65,SL,2,Stop Loss
2012-10-16,17:30:00,Tuesday,Sell,1744.44,1747.44,3.0,0.81,SL,1,Stop Loss
2012-10-23,21:30:00,Tuesday,Sell,1707.11,1709.65,2.54,1.61,SL,1,Stop Loss
2012-10-30,01:30:00,Tuesday,Sell,1708.08,1711.59,3.51,0.27,SL,1,Stop Loss
2012-10-30,13:30:00,Tuesday,Sell,1711.28,1715.24,3.96,3.28,SL,5,Stop Loss
2012-10-30,17:30:00,Tuesday,Sell,1709.55,1712.39,2.84,1.55,SL,2,Stop Loss
2012-10-30,21:30:00,Tuesday,Sell,1709.05,1710.69,1.64,1.05,SL,1,Stop Loss
2012-11-06,14:30:00,Tuesday,Sell,1689.95,1694.27,4.32,0.33,SL,1,Stop Loss
2012-11-13,14:30:00,Tuesday,Sell,1726.03,1731.31,5.28,2.78,SL,1,Stop Loss
2012-11-13,18:30:00,Tuesday,Sell,1724.85,1733.0,8.15,4.27,SL,6,Stop Loss
2012-11-13,22:30:00,Tuesday,Sell,1724.45,1727.26,2.81,1.1,SL,1,Stop Loss
2012-11-20,06:30:00,Tuesday,Sell,1732.56,1734.91,2.35,1.44,SL,1,Stop Loss
2012-11-20,18:30:00,Tuesday,Sell,1725.14,1733.84,8.7,6.68,SL,16,Stop Loss
2012-12-04,18:30:00,Tuesday,Sell,1694.89,1701.58,6.69,0.62,SL,2,Stop Loss
2012-12-11,02:30:00,Tuesday,Sell,1709.2,1713.1,3.9,3.05,SL,3,Stop Loss
2012-12-11,06:30:00,Tuesday,Sell,1708.9,1710.3,1.4,1.13,SL,1,Stop Loss
2012-12-11,18:30:00,Tuesday,Sell,1707.6,1710.25,2.65,0.0,SL,1,Stop Loss
2013-01-08,06:30:00,Tuesday,Sell,1648.21,1651.35,3.14,0.91,SL,1,Stop Loss
2013-01-08,22:30:00,Tuesday,Sell,1658.69,1662.19,3.5,1.45,SL,2,Stop Loss
2013-01-15,14:30:00,Tuesday,Sell,1678.98,1684.76,5.78,0.0,SL,1,Stop Loss
2013-01-15,22:30:00,Tuesday,Sell,1678.82,1682.63,3.81,0.97,SL,1,Stop Loss
2013-01-22,14:30:00,Tuesday,Sell,1690.2,1693.9,3.7,0.92,SL,1,Stop Loss
2013-01-22,22:30:00,Tuesday,Sell,1692.14,1694.89,2.75,1.77,SL,4,Stop Loss
2013-01-29,10:30:00,Tuesday,Sell,1660.3,1664.93,4.63,0.01,SL,1,Stop Loss
2013-01-29,18:30:00,Tuesday,Sell,1662.45,1665.06,2.61,0.0,SL,3,Stop Loss
2013-02-05,18:30:00,Tuesday,Sell,1671.15,1676.05,4.9,2.9,SL,5,Stop Loss
2013-02-12,02:30:00,Tuesday,Sell,1643.85,1648.81,4.96,4.76,SL,3,Stop Loss
2013-02-12,10:30:00,Tuesday,Sell,1641.75,1647.01,5.26,0.35,SL,1,Stop Loss
2013-02-19,18:30:00,Tuesday,Sell,1603.8,1608.8,5.0,0.76,SL,2,Stop Loss
2013-02-26,06:30:00,Tuesday,Sell,1592.3,1597.3,5.0,4.48,SL,1,Stop Loss
2013-02-26,10:30:00,Tuesday,Sell,1590.35,1602.3,11.95,5.96,SL,2,Stop Loss
2013-03-05,10:30:00,Tuesday,Sell,1581.65,1584.15,2.5,1.85,SL,1,Stop Loss
2013-03-05,22:30:00,Tuesday,Sell,1574.96,1578.15,3.19,1.16,SL,1,Stop Loss
2013-03-12,17:30:00,Tuesday,Sell,1592.39,1598.6,6.21,2.94,SL,5,Stop Loss
2013-03-19,01:30:00,Tuesday,Sell,1602.41,1606.67,4.26,0.0,SL,1,Stop Loss
2013-03-26,14:30:00,Tuesday,Sell,1596.12,1600.98,4.86,4.79,SL,6,Stop Loss
2013-04-09,10:30:00,Tuesday,Sell,1572.52,1577.25,4.73,1.88,SL,1,Stop Loss
2013-04-09,22:30:00,Tuesday,Sell,1585.15,1587.44,2.29,0.86,SL,2,Stop Loss
2013-04-16,02:30:00,Tuesday,Sell,1329.64,1367.49,37.85,1.98,SL,1,Stop Loss
2013-04-16,22:30:00,Tuesday,Sell,1366.95,1387.54,20.59,2.01,SL,4,Stop Loss
2013-04-23,02:30:00,Tuesday,Sell,1422.4,1428.85,6.45,0.0,SL,1,Stop Loss
2013-04-23,10:30:00,Tuesday,Sell,1414.19,1425.35,11.16,9.34,SL,1,Stop Loss
2013-04-23,14:30:00,Tuesday,Sell,1406.86,1428.29,21.43,1.31,SL,4,Stop Loss
2013-04-30,06:30:00,Tuesday,Sell,1463.75,1473.1,9.35,2.86,SL,1,Stop Loss
2013-04-30,14:30:00,Tuesday,Sell,1466.6,1475.06,8.46,2.8,SL,1,Stop Loss
2013-05-07,14:30:00,Tuesday,Sell,1446.43,1465.49,19.06,5.13,SL,6,Stop Loss
2013-05-14,22:30:00,Tuesday,Sell,1425.3,1428.95,3.65,1.73,SL,1,Stop Loss
2013-05-21,02:30:00,Tuesday,Sell,1389.75,1395.49,5.74,2.67,SL,1,Stop Loss
2013-05-21,14:30:00,Tuesday,Sell,1361.65,1383.26,21.61,2.01,SL,5,Stop Loss
2013-05-28,10:30:00,Tuesday,Sell,1380.93,1392.82,11.89,7.34,SL,2,Stop Loss
2013-05-28,18:30:00,Tuesday,Sell,1383.3,1402.21,18.91,3.38,SL,9,Stop Loss
2013-05-28,22:30:00,Tuesday,Sell,1380.97,1384.6,3.63,1.02,SL,1,Stop Loss
2013-06-04,10:30:00,Tuesday,Sell,1399.66,1411.03,11.37,11.11,SL,14,Stop Loss
2013-06-11,10:30:00,Tuesday,Sell,1370.32,1384.45,14.13,4.78,SL,8,Stop Loss
2013-06-18,18:30:00,Tuesday,Sell,1366.8,1368.83,2.03,1.28,SL,1,Stop Loss
2013-06-25,06:30:00,Tuesday,Sell,1281.45,1288.76,7.31,3.19,SL,1,Stop Loss
2013-07-02,22:30:00,Tuesday,Sell,1242.87,1247.35,4.48,1.2,SL,1,Stop Loss
2013-07-09,10:30:00,Tuesday,Sell,1250.25,1258.89,8.64,7.92,SL,7,Stop Loss
2013-07-09,18:30:00,Tuesday,Sell,1244.86,1256.74,11.88,2.53,SL,5,Stop Loss
2013-07-23,06:30:00,Tuesday,Sell,1329.57,1338.55,8.98,3.01,SL,4,Stop Loss
2013-07-23,10:30:00,Tuesday,Sell,1328.16,1336.66,8.5,1.38,SL,3,Stop Loss
2013-07-30,10:30:00,Tuesday,Sell,1322.3,1327.84,5.54,4.88,SL,1,Stop Loss
2013-07-30,14:30:00,Tuesday,Sell,1320.17,1329.14,8.97,0.0,SL,3,Stop Loss
2013-08-06,14:30:00,Tuesday,Sell,1281.5,1296.37,14.87,8.69,SL,10,Stop Loss
2013-08-13,02:30:00,Tuesday,Sell,1333.06,1338.7,5.64,1.99,SL,2,Stop Loss
2013-08-13,18:30:00,Tuesday,Sell,1321.76,1331.62,9.86,5.97,SL,6,Stop Loss
2013-08-20,06:30:00,Tuesday,Sell,1357.38,1368.37,10.99,5.16,SL,2,Stop Loss
2013-08-27,22:30:00,Tuesday,Sell,1414.63,1419.0,4.37,3.71,SL,1,Stop Loss
2013-09-24,13:30:00,Tuesday,Sell,1313.69,1319.35,5.66,1.16,SL,1,Stop Loss
2013-09-24,21:30:00,Tuesday,Sell,1322.74,1328.05,5.31,1.89,SL,2,Stop Loss
2013-10-01,17:30:00,Tuesday,Sell,1286.35,1295.09,8.74,8.55,SL,4,Stop Loss
2013-10-15,09:30:00,Tuesday,Sell,1256.24,1272.76,16.52,4.7,SL,1,Stop Loss
2013-10-22,09:30:00,Tuesday,Sell,1312.36,1317.66,5.3,0.87,SL,1,Stop Loss
2013-10-29,01:30:00,Tuesday,Sell,1350.75,1355.04,4.29,0.12,SL,1,Stop Loss
2013-10-29,09:30:00,Tuesday,Sell,1344.77,1354.99,10.22,6.0,SL,7,Stop Loss
2013-10-29,17:30:00,Tuesday,Sell,1345.65,1353.07,7.42,6.88,SL,5,Stop Loss
2013-11-05,10:30:00,Tuesday,Sell,1311.9,1315.64,3.74,0.95,SL,1,Stop Loss
2013-11-12,02:30:00,Tuesday,Sell,1278.02,1283.05,5.03,1.66,SL,2,Stop Loss
2013-11-12,18:30:00,Tuesday,Sell,1271.34,1282.83,11.49,10.06,SL,7,Stop Loss
2013-11-12,22:30:00,Tuesday,Sell,1267.51,1271.74,4.23,1.81,SL,2,Stop Loss
2013-11-19,06:30:00,Tuesday,Sell,1272.93,1275.6,2.67,1.47,SL,1,Stop Loss
2013-11-19,10:30:00,Tuesday,Sell,1272.22,1276.95,4.73,3.15,SL,1,Stop Loss
2013-11-26,14:30:00,Tuesday,Sell,1243.05,1253.07,10.02,3.47,SL,5,Stop Loss
2013-11-26,18:30:00,Tuesday,Sell,1242.67,1248.02,5.35,2.02,SL,4,Stop Loss
2013-12-03,10:30:00,Tuesday,Sell,1219.92,1226.15,6.23,4.79,SL,2,Stop Loss
2013-12-03,14:30:00,Tuesday,Sell,1217.74,1225.06,7.32,2.61,SL,1,Stop Loss
2013-12-10,02:30:00,Tuesday,Sell,1239.19,1240.32,1.13,0.0,SL,1,Stop Loss
2013-12-17,18:30:00,Tuesday,Sell,1229.67,1237.09,7.42,1.11,SL,4,Stop Loss
